Tanggal,Media,Topik,Topik_Cleaned,label,prediksi_model,cluster
13-Mar-21,Website,Tetangga membakar sampah,tetangga membakar sampah,1,1,1
13-Mar-21,Twitter,PJU malam mati siang hidup,pju mati hidup,1,1,0
14-Mar-21,Lapor Sleman,LAMPU LALIN MATI,lampu lalin mati,1,1,0
14-Mar-21,Lapor Sleman,Lampu Apil Di Kamdanen Bisa Jadi Pembunuh Sadis,lampu apil kamdanen jadi pembunuh sadis,1,1,1
14-Mar-21,Lapor Sleman,Sampah Di Ring Road Wil.Sleman,sampah ring road wilsleman,1,1,1
15-Mar-21,Website,BPUM tidak cair,bpum cair,1,1,1
16-Mar-21,Lapor Sleman,Gangguan Parkir Kost,gangguan parkir kost,1,1,1
16-Mar-21,Lapor Sleman,Parkir Di Rsud Sleman Tidak Nyaman,parkir rsud nyaman,1,1,1
17-Mar-21,Lapor Sleman,Saluran Drainase Barat Pom Bensin Banyuraden Mampet,saluran drainase barat pom bensin banyuraden mampet,1,1,1
18-Mar-21,Twitter,Revitalisasi jalan damai,revitalisasi jalan damai,0,1,1
18-Mar-21,Instagram,Jalan gito gati berlubang,jalan gito gati berlubang,1,1,1
18-Mar-21,Instagram,Jalan Magelang banjir saat hujan,jalan magelang banjir hujan,1,1,1
18-Mar-21,Lapor Sleman,Banjir,banjir,1,1,1
18-Mar-21,Website,Selokan tidak mampu menampung debit air,selokan mampu menampung debit air,1,1,1
19-Mar-21,Lapor Sleman,Jalan Cangkringan Kalasan Air Drainase Selalu Meluap,jalan cangkringan kalasan air drainase selalu meluap,1,1,1
19-Mar-21,Lapor Sleman,Lampu PJU Ringroad Barat Sebagian Mati,lampu pju ringroad barat sebagian mati,1,1,0
19-Mar-21,Twitter,APILL jalan palagan - jalan damai mati,apill jalan palagan jalan damai mati,1,1,1
20-Mar-21,Lapor Sleman,"Jalan Berlubang Di Dusun Temuwuh Kidul, Balecatur",jalan berlubang dusun temuwuh kidul balecatur,1,1,1
20-Mar-21,Lapor Sleman,SAPU JALAN,sapu jalan,0,1,2
20-Mar-21,Twitter,APILL mati,apill mati,1,1,0
20-Mar-21,Twitter,PJU mati,pju mati,1,1,0
22-Mar-21,Lapor Sleman,IMB Dispensasi Yang Lama,imb dispensasi lama,1,1,1
23-Mar-21,Lapor.go.id,Membakar Sampah Tiap Hari,membakar sampah tiap hari,1,1,1
23-Mar-21,Lapor Sleman,Lampu Kedap Kedip,lampu kedap kedip,1,1,1
27-Mar-21,Lapor Sleman,Sampah Di Pinggir Ring Road,sampah pinggir ring road,1,1,1
28-Mar-21,Lapor Sleman,Lampu Jalan Mati Sering Terjadi Kecelakaan,lampu jalan mati sering terjadi kecelakaan,1,1,1
28-Mar-21,Website,Air membludak ke jalan raya,air membludak jalan raya,1,1,1
29-Mar-21,Lapor Sleman,"Jalur Lambat Ring Road Utara, Persisnya Sepanjang Barat Perempatan Ring Road Kentungan Jakal",jalur lambat ring road utara persisnya sepanjang barat perempatan ring road kentungan jakal,1,1,1
29-Mar-21,Facebook Pemkab Sleman,Pencairan BST,pencairan bst,1,1,1
29-Mar-21,Website,PJU mati,pju mati,1,1,0
30-Mar-21,Lapor Sleman,Lampu PJU Fly Over Jombor Sudah Lama Mati Belum Ada Perbaikan,lampu pju fly over jombor lama mati perbaikan,1,1,1
31-Mar-21,Lapor Sleman,Pohon Tumbuh Miring Ke Badan Jalan,pohon tumbuh miring badan jalan,1,1,1
1-Apr-21,Lapor Sleman,Bank Sleman,bank,0,1,1
1-Apr-21,Lapor Sleman,POHON MIRING,pohon miring,1,1,1
2-Apr-21,Lapor Sleman,Gapura Instiper Memakan Ruas Jalan,gapura instiper memakan ruas jalan,0,1,1
2-Apr-21,Lapor Sleman,Penggantian Lampu PJU,penggantian lampu pju,1,1,0
3-Apr-21,Website,BST belum cair,bst cair,1,1,1
3-Apr-21,Lapor Sleman,Pemangkasan Pohon Tepi Jalan,pemangkasan pohon tepi jalan,1,1,1
3-Apr-21,Lapor Sleman,Penampungan Sampah Di Lingkungan Tempat Tinggal,penampungan sampah lingkungan tempat tinggal,1,1,1
3-Apr-21,Lapor Sleman,Sampah Di Pemukiman Warga,sampah pemukiman warga,1,1,1
3-Apr-21,Lapor Sleman,Alun Alun Sleman Gelap Jadi Tempat Mesum,alun alun gelap jadi tempat mesum,1,1,1
3-Apr-21,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1,1,0
4-Apr-21,Website,BST belum cair,bst cair,1,1,1
5-Apr-21,Website,BST belum cair,bst cair,1,1,1
5-Apr-21,Instagram,Sampah belum diambil,sampah diambil,1,1,1
6-Apr-21,Website,Tukang parkir tidak patuh prokes,tukang parkir patuh prokes,1,1,1
6-Apr-21,Twitter,Pohon roboh menimpa kabel,pohon roboh menimpa kabel,1,1,1
7-Apr-21,Lapor Sleman,Baliho Rusak,baliho rusak,1,1,1
7-Apr-21,Facebook Grup ICJ,Baliho roboh dan membahayakan,baliho roboh membahayakan,1,1,1
8-Apr-21,Facebook Pemkab Sleman,Baliho roboh dan membahayakan,baliho roboh membahayakan,1,1,1
8-Apr-21,Facebook Pemkab Sleman,PJU mati,pju mati,1,1,0
8-Apr-21,Lapor Sleman,Memacu Kendaraan Dengan Cepat Dan Suara Bising.,memacu kendaraan cepat suara bising,1,1,1
9-Apr-21,Lapor Sleman,Bakar Sampah Di Area Rumah,bakar sampah area rumah,1,1,1
9-Apr-21,Lapor Sleman,"LAMPU PJU MATI, RAWAN KECELAKAAN",lampu pju mati rawan kecelakaan,1,1,0
9-Apr-21,Twitter,Tarif parkir,tarif parkir,1,1,1
10-Apr-21,Website,BST belum cair,bst cair,1,1,1
12-Apr-21,Website,BST belum cair,bst cair,1,1,1
12-Apr-21,Lapor Sleman,Ranting Pohon Tumbuh Ke Kabel Listrik,ranting pohon tumbuh kabel listrik,1,1,1
12-Apr-21,Instagram,Baliho roboh dan membahayakan,baliho roboh membahayakan,1,1,1
12-Apr-21,Facebook Pemkab Sleman,Permohonan PJU,permohonan pju,1,1,1
13-Apr-21,Website,BST belum cair,bst cair,1,1,1
13-Apr-21,Lapor Sleman,Drainase Got Mampet,drainase got mampet,1,1,1
13-Apr-21,Instagram,Tarif parkir,tarif parkir,1,1,1
14-Apr-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
14-Apr-21,Lapor Sleman,"Berlubang, Bawah Drainase",berlubang bawah drainase,1,1,1
14-Apr-21,Facebook Pemkab Sleman,Pedagang liar di Pasar ambarketawang,pedagang liar pasar ambarketawang,1,1,1
16-Apr-21,Lapor.go.id,Lampu penerangan jalan mati,lampu penerangan jalan mati,1,1,0
16-Apr-21,Website,Kabel menjuntai setelah dilakukan penebangan pohon,kabel menjuntai dilakukan penebangan pohon,1,1,1
16-Apr-21,Twitter,PJU mati,pju mati,1,1,0
17-Apr-21,Lapor Sleman,2 Lampu PJU Mati,lampu pju mati,1,1,0
17-Apr-21,Lapor Sleman,Air PAM..wilayah Mejing Wetan Rt.02/04..modarr Lagi..,air pamwilayah mejing wetan rtmodarr,1,1,1
18-Apr-21,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
18-Apr-21,Lapor Sleman,Petasan Di Barat Pasar Concat,petasan barat pasar concat,0,1,1
18-Apr-21,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1,1,0
19-Apr-21,Email,Penerangan Jalan,penerangan jalan,0,1,1
19-Apr-21,Twitter,Jalan berlubang,jalan berlubang,1,1,2
19-Apr-21,Facebook Pemkab Sleman,Penggantian KTP rusak,penggantian ktp rusak,1,1,1
19-Apr-21,Instagram,Jalan berlubang,jalan berlubang,1,1,2
20-Apr-21,Website,Jalan Rusak Berlubang,jalan rusak berlubang,1,1,2
20-Apr-21,Website,Pengadaan Lampu Penerangan Jalan,pengadaan lampu penerangan jalan,1,1,1
20-Apr-21,Twitter,Jalan rusak,jalan rusak,1,1,2
22-Apr-21,Lapor Sleman,"Telah Terjadi Pembobolan Toko Di Jogja, Harap Hati Hati Tingkatkan Keamanan Selama Bulan Ramadhan & Masa Pandemi",terjadi pembobolan toko harap hati hati tingkatkan keamanan selama bulan ramadhan masa pandemi,1,1,1
22-Apr-21,Twitter,PJU Mati,pju mati,1,1,0
22-Apr-21,Website,PJU Mati,pju mati,1,1,0
22-Apr-21,Facebook Grup ICJ,PJU mati,pju mati,1,1,0
23-Apr-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
26-Apr-21,Lapor Sleman,Jalan Bolong Drainase Tengah Jalan,jalan bolong drainase tengah jalan,0,1,1
28-Apr-21,Lapor Sleman,Rontek Liar Di Pohon2 Mengganggu Pemandangan,rontek liar pohon mengganggu pemandangan,1,1,1
29-Apr-21,Website,Jalan rusak,jalan rusak,1,1,2
29-Apr-21,Lapor Sleman,Gorong Gorong Saluran Air Ambrol,gorong gorong saluran air ambrol,1,1,1
30-Apr-21,Lapor Sleman,Gangguan Petasan,gangguan petasan,1,1,1
30-Apr-21,Lapor Sleman,Prostitusi Selama Bulan Puasa Masih Marak,prostitusi selama bulan puasa marak,1,1,1
1-May-21,Lapor Sleman,Gangguan Petasan,gangguan petasan,1,1,1
3-May-21,Website,Infrastruktur Jln Raya,infrastruktur jln raya,0,1,1
3-May-21,Twitter,Jalan berlubang,jalan berlubang,1,1,2
3-May-21,Facebook Pemkab Sleman,Uji Lab Air,uji lab air,1,1,1
4-May-21,Website,Jalan berlubang,jalan berlubang,1,1,2
5-May-21,Lapor Sleman,PAM Tidak Jalan,pam jalan,0,1,1
5-May-21,Lapor Sleman,Listrik Mati Area Seyegan Ke Minggir,listrik mati area seyegan minggir,1,1,1
6-May-21,Lapor Sleman,Gangguan Pelebaran Jalan,gangguan pelebaran jalan,1,1,1
6-May-21,Website,Juru Parkir,juru parkir,1,1,1
6-May-21,Instagram,PJU mati,pju mati,1,1,0
6-May-21,Instagram,Sampah belum di ambil,sampah ambil,1,1,1
7-May-21,Website,Pembakaran sampah,pembakaran sampah,1,1,1
7-May-21,Lapor Sleman,Laporan Lampu PJU Mati,laporan lampu pju mati,1,1,0
7-May-21,Lapor Sleman,Laporan LPJU Mati,laporan lpju mati,1,1,1
8-May-21,Lapor Sleman,PAM MATI,pam mati,1,1,1
8-May-21,Instagram,APILL mati,apill mati,1,1,0
10-May-21,Lapor Sleman,Kabel Melengkung Di Jalan,kabel melengkung jalan,0,1,1
10-May-21,Twitter,Skate park lapangan denggung rusak akibat pemotongan pohon,skate park lapangan denggung rusak akibat pemotongan pohon,1,1,1
12-May-21,Facebook Pemkab Sleman,PJU mati,pju mati,1,1,0
14-May-21,Website,PDAM mati,pdam mati,1,1,1
15-May-21,Instagram,Ring basket Lapangan Denggung Rusak (semplok),ring basket lapangan denggung rusak semplok,1,1,1
16-May-21,Lapor Sleman,Ring Basket Lapangan Denggung Rusak (semplok),ring basket lapangan denggung rusak semplok,1,1,1
16-May-21,Lapor Sleman,Fasum Ring Basket Rusak,fasum ring basket rusak,1,1,1
19-May-21,Lapor Sleman,LPJU Mati,lpju mati,1,1,1
20-May-21,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
21-May-21,Lapor Sleman,Air PDAM Sering Mati,air pdam sering mati,1,1,1
21-May-21,Website,Jalan berlubang,jalan berlubang,1,1,2
22-May-21,Lapor Sleman,Parkir Yang Mengganggu,parkir mengganggu,1,1,1
22-May-21,Twitter,Jalan perlu diaspal kembali,jalan perlu diaspal,0,1,1
22-May-21,Twitter,APILL mati,apill mati,1,1,0
23-May-21,Lapor Sleman,Lapor Kondisi Jalan Berlubang,kondisi jalan berlubang,1,1,2
24-May-21,Lapor Sleman,Jembatan Kali Boyong Membahayakan,jembatan kali boyong membahayakan,1,1,1
24-May-21,Twitter,Depan sardjito butuh penerangan jalan,depan sardjito butuh penerangan jalan,0,1,1
25-May-21,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
26-May-21,Facebook Lapor Sleman,Penutup gorong gorong membahayakan pengendara,penutup gorong gorong membahayakan pengendara,1,1,1
27-May-21,Lapor Sleman,Lampu Traific Light Berbahaya,lampu traific light berbahaya,1,1,1
27-May-21,Twitter,Lampu Traific Light Berbahaya,lampu traific light berbahaya,1,1,1
27-May-21,Twitter,Jalan Berlubang,jalan berlubang,1,1,2
27-May-21,Website,Pemasangan kabel yang semrawut,pemasangan kabel semrawut,1,1,1
28-May-21,Lapor Sleman,Jalanan Membahayakan,jalanan membahayakan,1,1,1
28-May-21,Website,Sampah di selokan mataram,sampah selokan mataram,1,1,1
31-May-21,Lapor Sleman,Pohon Melinjo Tua Sebelah Rumah,pohon melinjo tua sebelah rumah,1,1,1
31-May-21,Twitter,Pemangkasan ranting pohon perindang,pemangkasan ranting pohon perindang,1,1,1
1-Jun-21,Twitter,Usulan petugas kebersihan sampah,usulan petugas kebersihan sampah,1,1,1
2-Jun-21,Lapor Sleman,Gorong-gorong Air Jebol Lagi Di Tengah Jalan Raya,goronggorong air jebol tengah jalan raya,1,1,1
2-Jun-21,Email,LPJU yang masih kurang di area Berbah,lpju kurang area berbah,1,1,1
2-Jun-21,Twitter,APILL mati,apill mati,1,1,0
3-Jun-21,Lapor Sleman,Urugan Tebing Liar Di Mejing Wetan Membahayakan Lingkungan,urugan tebing liar mejing wetan membahayakan lingkungan,1,1,1
4-Jun-21,Twitter,KTPel rusak,ktpel rusak,1,1,1
6-Jun-21,Lapor Sleman,Lampu Bangjo Error,lampu bangjo error,1,1,1
6-Jun-21,Twitter,APILL nyala kuning,apill nyala kuning,0,1,1
6-Jun-21,Instagram,KTPel rusak,ktpel rusak,1,1,1
8-Jun-21,Twitter,KTPel rusak,ktpel rusak,1,1,1
8-Jun-21,Lapor Sleman,Jalan Rusak,jalan rusak,1,1,2
10-Jun-21,Lapor Sleman,LPJU Pasar Balangan Ke Timur Arah Margokaton,lpju pasar balangan timur arah margokaton,1,1,1
12-Jun-21,Twitter,Ranting potongan tidak di angkut,ranting potongan angkut,0,1,1
12-Jun-21,Twitter,Pelayanan pengangkutan sampah rumah tangga,pelayanan pengangkutan sampah rumah tangga,1,1,1
13-Jun-21,Twitter,Penyuluhan pembakaran sampah,penyuluhan pembakaran sampah,1,1,1
15-Jun-21,Twitter,Ranting pohon perindang patah,ranting pohon perindang patah,1,1,1
16-Jun-21,Website,Parkir mengganggu jalan utama,parkir mengganggu jalan utama,1,1,1
17-Jun-21,Lapor Sleman,Lampu Bangjo Jln Kabupaten + Jln Godean,lampu bangjo jln jln godean,1,1,1
17-Jun-21,Lapor Sleman,Sampah Sungai,sampah sungai,1,1,1
18-Jun-21,Lapor Sleman,Lampu Lalin Mati,lampu lalin mati,1,1,0
19-Jun-21,Lapor Sleman,KTP Rusak,ktp rusak,1,1,1
20-Jun-21,Lapor Sleman,Gangguan Keamanan.,gangguan keamanan,1,1,1
